Case ID,Economic Position,Occupation Type ,Home,Gender,Region,Adults,Children,Household,Jan Income,Feb Income,Mar Income,Apr Income,May Income,Jun Income,Jan Expenditure,Feb Expenditure,Mar Expenditure,Apr Expenditure,May Expenditure,Jun Expenditure
364,Full-time working,Routine or manual,Rented,Male,Scotland,2,3,5,1145.15,1156.6,1156.6,1156.6,1145.15,1156.6,1185.53,960.28,1008.29,1159.53,1229.1,1253.68
365,Part-time working,Long Term Unemployed,Rented,Female,Yorkshire and the Humber,2,1,3,1176.5,1105.91,894.14,1388.27,1388.27,1152.97,2967.53,2255.32,2661.28,2714.51,2741.66,3125.49
366,Full-time working,Routine or manual,Owned,Male,South West,2,3,5,3677.35,3677.35,3714.12,3714.12,3714.12,3677.35,2333.34,2520.01,2570.41,2853.16,3423.79,3012.94
367,Full-time working,Managerial or Professional,Rented,Male,Eastern,1,1,2,3060.75,3060.75,3060.75,3060.75,3091.36,3060.75,1623.45,1314.99,1183.49,1372.85,1400.31,1610.36
368,Part-time working,Routine or manual,Owned,Male,West Midlands,2,3,5,3157.9,2936.85,3852.64,2968.43,2557.9,2368.43,946.5,766.67,874,1031.32,876.62,990.58
369,Full-time working,Intermediate occupation,Owned,Female,South East,1,1,2,2166.75,2188.42,2188.42,2188.42,2188.42,2166.75,1804.07,1587.58,1508.2,1478.04,1256.33,1294.02
370,Economically Inactive,Not Classified,Owned,Female,Yorkshire and the Humber,2,1,3,2165,2338.2,2468.1,1861.9,2641.3,1883.55,1203.25,1022.76,879.57,976.32,986.08,1163.57
371,Economically Inactive,Not Classified,Owned,Male,Scotland,2,1,3,2480.73,2356.7,2952.07,1885.36,2902.46,2108.62,3551.64,3338.54,3805.94,4148.47,3733.62,3210.91
372,Full-time working,Managerial or Professional,Owned,Male,Eastern,2,1,3,5887.98,6182.38,4710.38,4769.26,7359.98,5946.86,4182.27,4516.85,4471.68,3935.08,3541.57,3789.48
373,Part-time working,Routine or manual,Owned,Male,Scotland,2,1,3,3281.35,3773.55,3117.28,2789.15,2887.59,2953.22,4777.68,4108.8,3615.74,3073.38,2981.18,3338.92
374,Economically Inactive,Routine or manual,Rented,Female,South West,1,1,2,361.35,339.67,281.85,411.94,278.24,339.67,233.88,196.46,188.6,171.63,183.64,198.33
375,Economically Inactive,Routine or manual,Rented,Female,East Midlands,1,2,3,731.5,731.5,629.09,585.2,694.93,731.5,1152.25,1013.98,1044.4,887.74,1038.66,1007.5
376,Full-time working,Intermediate occupation,Owned,Male,North West and Merseyside,1,1,2,2430.56,2430.56,2454.87,2430.56,2454.87,2430.56,2030.13,1644.41,1808.85,2170.62,1845.03,1697.43
377,Full-time working,Intermediate occupation,Owned,Male,North East,3,3,6,5924.95,5687.95,6695.19,5154.71,7169.19,5510.2,5875,6110,6659.9,6260.31,5884.69,6943.93
378,Full-time working,Managerial or Professional,Owned,Male,Yorkshire and the Humber,2,3,5,5924.95,5569.45,4502.96,7406.19,6813.69,5036.21,3326.05,3326.05,3658.66,3219.62,3155.23,3092.13
379,Economically Inactive,Not Classified,Owned,Male,North West and Merseyside,1,1,2,2337.44,2711.42,2197.19,2056.94,1846.57,1893.32,1032.38,815.58,856.36,839.23,956.72,947.15
380,Full-time working,Intermediate occupation,Owned,Male,North West and Merseyside,2,3,5,5159.05,5829.73,4282.01,4075.65,6242.45,4333.6,4145.89,4436.1,4391.74,4611.33,4749.67,5034.65
381,Economically Inactive,Not Classified,Owned,Female,East Midlands,1,1,2,848.01,703.85,703.85,966.73,881.93,839.53,360.08,360.08,327.67,308.01,286.45,252.08
382,Full-time working,Managerial or Professional,Owned,Female,South East,2,2,4,5924.95,6576.69,4799.21,7109.94,7406.19,6576.69,4820.98,4917.4,5359.97,5413.57,5575.98,6691.18
383,Full-time working,Managerial or Professional,Owned,Female,London,2,1,3,4050.68,4334.22,5063.34,3726.62,4050.68,3281.05,3728.76,2833.86,2890.54,3468.65,3156.47,3061.78
384,Part-time working,Managerial or Professional,Owned,Female,South East,1,1,2,2019.4,1837.65,2524.25,1676.1,1857.85,2140.56,1370.25,1096.2,1118.12,1151.66,1347.44,1212.7
385,Full-time working,Managerial or Professional,Owned,Female,South West,2,1,3,3920.73,3920.73,3920.73,3920.73,3959.93,3959.93,3544.52,3296.4,2801.94,2493.73,2643.35,2379.02
386,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,2479.67,2306.09,2182.11,2901.21,2430.08,2479.67,1718.5,1426.36,1226.67,1079.47,1176.62,1176.62
387,Part-time working,Routine or manual,Owned,Female,North West and Merseyside,1,1,2,2098.76,2182.71,1741.97,1825.92,1909.87,2476.54,4987.71,4339.31,4860.03,5783.44,4973.76,5918.77
388,Economically Inactive,Long Term Unemployed,Rented,Male,London,4,1,5,3102.35,3412.59,3288.49,3009.28,3629.75,3381.56,3206.22,2917.66,3005.19,3185.5,3281.07,3904.47
389,Economically Inactive,Not Classified,Owned,Female,Eastern,2,1,3,3770.76,4147.84,2828.07,3808.47,4638.03,4147.84,1245.64,1170.9,1252.86,1315.5,1118.18,1196.45
390,Full-time working,Routine or manual,Owned,Male,Yorkshire and the Humber,3,1,4,4203.15,3866.9,3362.52,5085.81,3530.65,5169.87,2129.49,1767.48,1873.53,1892.27,1665.2,1898.33
391,Economically Inactive,Not Classified,Owned,Female,London,1,1,2,2720.6,2176.48,2965.45,2448.54,2149.27,2720.6,2049.33,1926.37,1772.26,1807.71,1681.17,1529.86
392,Economically Inactive,Not Classified,Owned,Male,Eastern,2,1,3,3155.27,3533.9,3849.43,3092.16,2776.64,3786.32,5875,4993.75,5343.31,6144.81,5223.09,6111.02
393,Part-time working,Long Term Unemployed,Owned,Female,Scotland,2,2,4,4568.65,4842.77,5665.13,3426.49,5573.75,3929.04,2604.37,2682.5,2843.45,2701.28,2566.22,2283.94
394,Full-time working,Managerial or Professional,Owned,Male,Scotland,2,1,3,5924.95,6872.94,5332.46,4799.21,4502.96,4799.21,5543.22,5155.19,5361.4,6112,5378.56,6400.49
395,Economically Inactive,Not Classified,Owned,Male,East Midlands,1,1,2,673.64,815.1,720.79,532.17,559.12,592.8,1225.15,1225.15,1372.17,1331,1357.62,1466.23
396,Economically Inactive,Not Classified,Owned,Female,East Midlands,1,1,2,2480.85,2902.59,2753.74,2332,2654.51,2679.32,2343.25,1898.03,2049.87,1885.88,1603,1699.18
397,Economically Inactive,Long Term Unemployed,Rented,Female,Scotland,2,1,3,2211.55,2476.94,1990.4,1857.7,1769.24,1968.28,1631.83,1338.1,1605.72,1621.78,1832.61,2180.81
398,Economically Inactive,Not Classified,Owned,Male,Yorkshire and the Humber,2,1,3,3928.06,3024.61,4556.55,4792.23,4085.18,3770.94,5875,5228.75,4915.03,4226.93,4480.55,4614.97
399,Full-time working,Managerial or Professional,Rented,Male,Eastern,2,1,3,4606.65,3547.12,5712.25,3915.65,5712.25,5435.85,2154.1,2046.4,2025.94,1985.42,1965.57,1690.39
400,Training Program,Long Term Unemployed,Rented,Male,Scotland,1,1,2,450,369,373.5,346.5,346.5,369,656.1,616.73,672.24,692.41,810.12,866.83
401,Full-time working,Managerial or Professional,Owned,Female,North West and Merseyside,2,2,4,3129.95,3129.95,3129.95,3129.95,3161.25,3161.25,1077.65,1142.31,1085.19,1030.93,958.76,1016.29
402,Full-time working,Managerial or Professional,Owned,Male,London,2,2,4,5924.95,6458.2,4739.96,4502.96,7287.69,6695.19,5875,4817.5,5106.55,4902.29,5098.38,5659.2
403,Economically Inactive,Not Classified,Owned,Female,Northern Ireland,1,1,2,1006.8,1258.5,1117.55,1248.43,1026.93,996.73,1812.25,1703.52,1669.45,1819.7,1874.29,1724.35
404,Full-time working,Routine or manual,Owned,Male,Yorkshire and the Humber,2,1,3,5801.5,5395.4,5859.52,6787.76,5801.5,5337.38,2471.23,2668.93,2935.82,2583.52,2402.67,2402.67
405,Economically Inactive,Not Classified,Owned,Male,Scotland,2,1,3,2869.25,3127.48,3500.49,3328.33,2897.94,2266.71,1994.09,2053.91,1807.44,1717.07,1905.95,2191.84
406,Full-time working,Routine or manual,Rented,Male,South West,2,1,3,4059.05,4262,3450.19,4140.23,4383.77,4586.73,2238.34,1701.14,1854.24,2188,2384.92,2051.03
407,Full-time working,Routine or manual,Rented,Male,London,2,1,3,2904.5,2904.5,2904.5,2933.55,2933.55,2933.55,2552.3,2782.01,3338.41,3672.25,4186.37,3935.19
408,Economically Inactive,Not Classified,Owned,Male,South West,2,1,3,4757.47,4281.72,4947.77,4424.45,4329.3,5708.96,3176.76,2509.64,2308.87,2470.49,2519.9,2797.09
409,Economically Inactive,Not Classified,Owned,Male,East Midlands,1,1,2,780.13,912.75,686.51,616.3,873.74,975.16,571.08,474,511.92,547.75,465.59,446.97
410,Full-time working,Routine or manual,Owned,Male,North West and Merseyside,2,1,3,5924.95,6754.44,5569.45,5747.2,6991.44,7346.94,4472.89,3623.04,3949.11,4580.97,4214.49,3582.32
411,Full-time working,Routine or manual,Rented,Female,Scotland,1,1,2,1088.75,1099.64,1088.75,1088.75,1099.64,1099.64,952.42,1047.66,911.46,920.57,1058.66,952.79
412,Full-time working,Managerial or Professional,Owned,Male,South East,2,3,5,5421.1,4336.88,6342.68,5475.31,6288.47,4770.56,2396.24,2587.94,2484.42,2459.58,2484.18,2111.55
413,Full-time working,Managerial or Professional,Owned,Male,South East,2,1,3,5924.95,5984.2,5747.2,7228.44,5450.95,5865.7,5875,5111.25,4753.46,4230.58,4653.64,4607.1
414,Full-time working,Routine or manual,Rented,Female,London,3,1,4,5924.95,6517.45,7109.94,5095.46,6991.44,5924.95,2041.82,1755.97,1861.33,2121.92,1846.07,2067.6
415,Full-time working,Routine or manual,Owned,Male,North East,2,1,3,5924.95,5213.96,5450.95,5391.7,5332.46,7287.69,2796.13,2712.25,2929.23,3075.69,3567.8,3924.58
416,Full-time working,Managerial or Professional,Owned,Male,North West and Merseyside,2,3,5,3312.89,3312.89,3346.02,3346.02,3312.89,3312.89,2484.25,2384.88,2456.43,2849.46,2763.98,2957.46
417,Full-time working,Managerial or Professional,Owned,Male,South East,2,3,5,5924.95,4502.96,5095.46,4976.96,4917.71,4443.71,3773.15,4112.73,4894.15,5530.39,6249.34,5311.94
418,Full-time working,Intermediate occupation,Rented,Male,North West and Merseyside,2,3,5,2912.85,2912.85,2912.85,2912.85,2912.85,2941.98,3444.03,2892.99,3211.22,3532.34,4168.16,5001.79
419,Full-time working,Intermediate occupation,Owned,Female,South East,2,1,3,2987.9,2987.9,3017.78,2987.9,2987.9,2987.9,1924.86,1905.61,1619.77,1733.15,1837.14,1616.68
420,Full-time working,Routine or manual,Owned,Male,North West and Merseyside,2,2,4,2469.1,2493.79,2493.79,2493.79,2469.1,2493.79,2618.03,2042.06,2389.21,2054.72,1951.98,1912.94
421,Economically Inactive,Long Term Unemployed,Rented,Male,Wales,1,1,2,713.5,556.53,849.07,756.31,570.8,592.21,811.87,828.11,728.74,728.74,830.76,755.99
422,Full-time working,Intermediate occupation,Rented,Male,South West,1,1,2,2660.96,2660.96,2660.96,2660.96,2687.57,2660.96,1328.8,1381.95,1312.85,1549.16,1642.11,1937.69
423,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,1399.97,1203.97,1497.97,1385.97,1147.98,1693.96,897.11,959.91,1027.1,1006.56,1066.95,1280.34
424,Economically Inactive,Not Classified,Rented,Female,North West and Merseyside,1,1,2,315.6,321.91,309.29,331.38,388.19,290.35,871.83,793.37,721.97,851.92,1022.3,1001.85
425,Economically Inactive,Not Classified,Owned,Female,Northern Ireland,1,1,2,2936.77,3201.08,3201.08,3347.92,2613.73,2731.2,1830.93,1519.67,1702.03,1531.83,1715.65,1629.87
426,Full-time working,Managerial or Professional,Rented,Female,East Midlands,2,2,4,4138,4510.42,5089.74,3972.48,4510.42,3434.54,3352.45,2983.68,2774.82,3107.8,3573.97,3716.93
427,Full-time working,Managerial or Professional,Owned,Male,South East,1,1,2,4368.58,4630.69,3625.92,5285.98,5111.23,4761.75,2708.47,2627.22,2443.31,2809.81,2669.32,2882.87
428,Part-time working,Routine or manual,Rented,Male,London,3,1,4,2350.7,2938.38,2797.33,2162.64,2139.14,1927.57,3242.97,2821.38,3047.09,3138.5,3577.89,4221.91
429,Full-time working,Routine or manual,Owned,Male,London,4,1,5,5924.95,6635.94,7169.19,5213.96,4443.71,5332.46,1409.81,1071.46,985.74,1163.17,1058.48,910.29
430,Full-time working,Managerial or Professional,Owned,Male,Wales,2,3,5,5103.95,5563.31,6277.86,4287.32,3981.08,4746.67,2399.79,2543.78,2772.72,2578.63,2913.85,2826.43
431,Full-time working,Managerial or Professional,Owned,Female,North East,2,2,4,5924.95,5391.7,4976.96,7346.94,6102.7,5806.45,3924.12,3767.16,4068.53,3987.16,4505.49,3964.83
432,Economically Inactive,Not Classified,Rented,Female,South West,1,1,2,843,969.45,859.86,750.27,952.59,834.57,802.85,602.14,704.5,598.83,658.71,638.95
433,Training Program,Routine or manual,Rented,Female,Scotland,1,3,4,1062.15,987.8,998.42,1040.91,1253.34,1306.44,938.87,948.26,1109.46,1286.97,1299.84,1247.85
434,Part-time working,Routine or manual,Owned,Male,Scotland,2,1,3,3141.57,2764.58,2387.59,3832.72,2544.67,2890.24,3021.72,3323.89,3024.74,3024.74,2661.77,2475.45
435,Economically Inactive,Long Term Unemployed,Owned,Female,Eastern,3,3,6,2486.35,2287.44,2436.62,2660.39,2859.3,2038.81,1445.99,1576.13,1828.31,1919.73,1862.14,2085.6
436,Full-time working,Intermediate occupation,Owned,Male,Scotland,3,2,5,5924.95,4858.46,6754.44,5273.21,6635.94,6635.94,1767.75,1378.85,1447.79,1607.05,1414.2,1598.05
437,Full-time working,Managerial or Professional,Owned,Female,North East,1,1,2,2406.65,2406.65,2406.65,2406.65,2430.72,2406.65,1120.54,963.66,838.38,855.15,889.36,996.08
438,Part-time working,Routine or manual,Owned,Male,South East,1,2,3,1905.9,2077.43,1562.84,1867.78,1810.61,2306.14,2843.05,2189.15,2495.63,2320.94,2436.99,2802.54
439,Economically Inactive,Intermediate occupation,Owned,Female,South East,1,1,2,973.21,856.42,963.48,749.37,1177.58,934.28,809.71,882.58,882.58,979.66,1018.85,1039.23
440,Full-time working,Managerial or Professional,Rented,Male,Eastern,2,1,3,4920.45,5166.47,4083.97,6052.15,4920.45,4034.77,2745.76,2718.3,3261.96,3783.87,4200.1,3612.09
441,Full-time working,Intermediate occupation,Owned,Male,South West,2,1,3,3094.75,3125.69,3125.69,3125.69,3125.69,3094.75,1076.08,1183.69,1053.48,1179.9,1085.51,1270.05
442,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,2007.77,1766.84,1967.61,1927.46,1626.29,1827.07,1554.45,1414.55,1655.02,1522.62,1370.36,1479.99
443,Economically Inactive,Not Classified,Rented,Female,North East,1,1,2,747.46,739.99,665.24,590.49,575.54,635.34,631,523.73,523.73,523.73,466.12,428.83
444,Economically Inactive,Not Classified,Owned,Male,London,2,1,3,5924.95,5687.95,5984.2,5036.21,5806.45,6280.45,5875,4582.5,4261.73,5028.84,4375.09,4462.59
445,Economically Inactive,Not Classified,Owned,Male,East Midlands,2,1,3,1806.83,2258.54,1752.63,2041.72,1897.17,1933.31,1606.74,1510.34,1344.2,1330.76,1264.22,1175.72
446,Economically Inactive,Managerial or Professional,Owned,Male,London,3,1,4,2591.25,2591.25,2306.21,2461.69,2876.29,2643.08,1719.85,1530.67,1683.74,1515.37,1454.76,1542.05
447,Part-time working,Managerial or Professional,Owned,Male,South West,2,1,3,5684.85,6935.52,6821.82,6764.97,5457.46,5286.91,1853.04,1686.27,1770.58,1912.23,2218.19,2018.55
448,Full-time working,Routine or manual,Owned,Male,Eastern,2,3,5,2274.6,2297.35,2297.35,2297.35,2274.6,2297.35,2027.41,2088.23,2401.46,2089.27,2465.34,2366.73
449,Full-time working,Managerial or Professional,Owned,Female,South East,1,1,2,3023.8,3054.04,3054.04,3023.8,3054.04,3054.04,2312.38,1942.4,1806.43,2041.27,1775.9,1775.9
450,Economically Inactive,Not Classified,Rented,Female,London,2,1,3,2462.86,2019.55,1871.77,2290.46,2709.15,2758.4,2089.95,1922.75,1884.3,1921.99,1864.33,1957.55
451,Full-time working,Intermediate occupation,Owned,Female,East Midlands,2,3,5,4600.25,5704.31,3910.21,4646.25,5152.28,4140.23,2528.11,2401.7,2353.67,2212.45,2477.94,2899.19
452,Economically Inactive,Not Classified,Rented,Female,Northern Ireland,1,1,2,1025.21,1230.25,1199.5,830.42,943.19,1137.98,905.55,996.11,1055.88,1108.67,1064.32,1223.97
453,Economically Inactive,Not Classified,Owned,Female,Eastern,1,1,2,1207.56,1473.22,1509.45,1038.5,1159.26,1304.16,958.4,852.98,861.51,870.13,739.61,857.95
454,Training Program,Managerial or Professional,Owned,Female,London,2,3,5,3006.45,3697.93,2284.9,3066.58,2856.13,2495.35,4240.25,3773.82,3736.08,3474.55,3127.1,3502.35
455,Full-time working,Managerial or Professional,Owned,Male,North West and Merseyside,2,3,5,5841.11,5140.18,5023.36,4556.07,7301.39,5607.47,2739.13,2520,2948.4,2535.62,2941.32,3470.76
456,Full-time working,Intermediate occupation,Owned,Female,North West and Merseyside,2,1,3,4434.55,3680.68,4567.59,3680.68,4523.24,4079.79,2447.59,1884.64,1696.18,1933.65,1720.95,1686.53
457,Full-time working,Routine or manual,Rented,Female,South West,2,1,3,1629.68,1645.98,1629.68,1629.68,1645.98,1645.98,1218,1035.3,1211.3,1053.83,1106.52,1095.45
458,Full-time working,Managerial or Professional,Owned,Female,Scotland,2,1,3,4805.35,5430.05,6006.69,4276.76,4997.56,4036.49,3771.42,2903.99,3194.39,3641.6,4224.26,3675.11
459,Full-time working,Managerial or Professional,Rented,Male,London,2,1,3,3845,3845,3883.45,3845,3845,3845,2156.78,1897.97,1784.09,1694.89,1728.79,1849.81
460,Economically Inactive,Routine or manual,Rented,Male,South East,2,1,3,4415.36,4856.9,3532.29,4989.36,3664.75,4017.98,4045.19,3357.51,3491.81,4190.17,4818.7,4625.95
461,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,2539.4,3148.85,2006.12,3072.67,2691.76,2539.4,1055.19,896.91,762.37,808.11,824.27,840.76
462,Economically Inactive,Not Classified,Rented,Female,North West and Merseyside,1,1,2,964.06,1012.26,829.09,829.09,1079.75,1050.83,331.73,321.78,328.22,321.66,366.69,385.02
463,Full-time working,Routine or manual,Owned,Male,Wales,4,1,5,5924.95,5095.46,4562.21,7050.69,5391.7,6043.45,4298.29,4599.17,4369.21,4325.52,4498.54,4498.54
464,Full-time working,Managerial or Professional,Owned,Male,East Midlands,2,1,3,5924.95,5924.95,5687.95,6517.45,6043.45,5628.7,4589.24,4543.35,4043.58,3841.4,3726.16,3204.5
465,Economically Inactive,Routine or manual,Rented,Female,North West and Merseyside,1,3,4,1125.75,900.6,1035.69,900.6,844.31,1069.46,550.95,539.93,496.74,422.23,498.23,543.07
466,Part-time working,Managerial or Professional,Owned,Female,Yorkshire and the Humber,1,1,2,1663.55,1480.56,1746.73,1913.08,1746.73,1646.91,1320.53,1412.97,1328.19,1381.32,1616.14,1438.36
467,Economically Inactive,Not Classified,Owned,Female,Scotland,1,1,2,2673.04,2379,2726.5,2646.3,2485.92,2325.54,966.41,1034.06,972.02,894.26,1001.57,971.52
468,Economically Inactive,Not Classified,Owned,Male,East Midlands,1,1,2,1412.01,1510.85,1341.41,1214.33,1454.37,1609.69,445.57,392.1,364.65,412.05,494.46,558.74
469,Economically Inactive,Not Classified,Owned,Female,South West,2,1,3,2635.16,2819.62,2582.46,3293.95,2292.59,3267.6,3130.87,3287.41,3681.9,3276.89,3047.51,2834.18
470,Economically Inactive,Routine or manual,Owned,Male,Eastern,2,1,3,1580.01,1769.61,1279.81,1911.81,1595.81,1674.81,1751.15,1856.22,1614.91,1469.57,1454.87,1265.74
471,Full-time working,Intermediate occupation,Owned,Male,North West and Merseyside,2,2,4,5470.9,5908.57,5142.65,6838.63,5252.06,5799.15,2620.71,2568.3,2850.81,2793.79,3240.8,2884.31
472,Full-time working,Routine or manual,Owned,Male,West Midlands,2,1,3,2026.65,2046.92,2026.65,2046.92,2046.92,2026.65,1613.85,1694.54,1592.87,1545.08,1452.38,1597.62
473,Full-time working,Managerial or Professional,Owned,Female,Eastern,2,1,3,4834.92,4738.22,5125.02,5995.3,5898.6,4593.17,2965,2431.3,2771.68,2439.08,2756.16,2397.86
474,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,3172.22,2474.33,2855,3933.55,2918.44,2379.17,1815.54,1379.81,1503.99,1714.55,2023.17,2083.87
475,Full-time working,Routine or manual,Rented,Male,Eastern,2,3,5,3803.8,3803.8,3803.8,3841.84,3841.84,3803.8,3230.21,2939.49,2557.36,2889.82,2485.25,2410.69
476,Economically Inactive,Not Classified,Owned,Female,South East,1,1,2,1739.86,1652.87,1635.47,1739.86,1548.48,2035.64,565.4,616.29,548.5,499.14,559.04,654.08
477,Economically Inactive,Not Classified,Owned,Female,South East,1,1,2,809.25,954.92,655.49,671.68,971.1,922.55,820.38,697.32,592.72,651.99,580.27,603.48
478,Economically Inactive,Not Classified,Owned,Male,Wales,2,1,3,4189.7,5153.33,4524.88,3896.42,4524.88,4315.39,1508.25,1221.68,1160.6,1288.27,1120.79,1087.17
479,Training Program,Routine or manual,Rented,Female,South East,1,2,3,937.03,946.4,937.03,796.47,890.17,993.25,1195.49,1052.03,1052.03,988.91,979.02,969.23
480,Economically Inactive,Not Classified,Owned,Male,Northern Ireland,3,1,4,5924.95,5687.95,4976.96,6991.44,4739.96,5213.96,4350.23,4611.24,4288.45,3859.61,3666.63,3813.3
481,Economically Inactive,Routine or manual,Owned,Female,East Midlands,3,1,4,3155.75,3566,2587.72,2650.83,2587.72,3281.98,1952.05,1464.04,1420.12,1633.14,1453.49,1337.21
482,Full-time working,Managerial or Professional,Rented,Male,South East,2,1,3,3596.95,3632.92,3596.95,3632.92,3596.95,3632.92,3680.65,3533.42,3957.43,4392.75,4568.46,4111.61
483,Economically Inactive,Not Classified,Owned,Female,Yorkshire and the Humber,1,1,2,3100.07,3441.08,3100.07,3689.09,3038.07,3317.08,2323.27,2462.67,2585.8,2818.52,3382.22,3517.51
484,Full-time working,Managerial or Professional,Owned,Male,South West,4,1,5,5924.95,7228.44,7287.69,6872.94,4621.46,6695.19,5875,4876.25,5412.64,6116.28,5626.98,6639.84
485,Economically Inactive,Long Term Unemployed,Rented,Female,Scotland,4,1,5,1769.2,1963.81,1486.13,1875.35,2016.89,2211.5,3087.7,2995.07,2935.17,2524.25,2625.22,2336.45
486,Economically Inactive,Not Classified,Rented,Female,East Midlands,1,1,2,812.31,869.17,812.31,682.34,999.14,885.42,504.82,403.86,424.05,381.65,343.49,319.45
487,Full-time working,Managerial or Professional,Owned,Male,London,3,1,4,4993.3,4094.51,5043.23,6141.76,4444.04,4444.04,3286.74,2596.52,2986,3433.9,4017.66,3937.31
488,Economically Inactive,Not Classified,Owned,Male,South East,2,1,3,2732.15,3196.62,2185.72,2431.61,3114.65,3360.54,2503.92,2128.33,2468.86,2740.43,2356.77,2686.72
489,Full-time working,Managerial or Professional,Rented,Male,London,2,1,3,5556.25,4667.25,6611.94,4445,6278.56,5945.19,4080.73,3142.16,3016.47,2986.31,3165.49,3007.22
490,Economically Inactive,Not Classified,Owned,Female,Eastern,2,1,3,4047.99,4412.31,5059.98,4736.15,4209.91,3481.27,1318.04,1225.78,1152.23,1255.93,1117.78,1184.85
491,Training Program,Long Term Unemployed,Rented,Female,North East,3,3,6,1902.5,2016.65,1978.6,1464.93,2263.98,1826.4,1599.63,1503.65,1578.83,1847.23,2068.9,2461.99
492,Economically Inactive,Intermediate occupation,Rented,Male,North West and Merseyside,2,3,5,3543.26,3330.66,3047.2,3649.56,3543.26,4216.48,3792.58,2882.36,3257.07,3713.06,4158.63,4990.36
493,Full-time working,Intermediate occupation,Owned,Male,South East,2,1,3,2808.91,2808.91,2808.91,2837,2808.91,2837,1135.8,1113.08,1068.56,1047.19,921.53,1068.97
494,Full-time working,Managerial or Professional,Owned,Male,South East,2,2,4,5924.95,4739.96,6813.69,4976.96,5569.45,5332.46,5698.3,5812.27,6102.88,5492.59,6261.55,7075.55
495,Full-time working,Managerial or Professional,Owned,Male,North West and Merseyside,3,2,5,5924.95,6754.44,6161.95,6339.7,5628.7,5095.46,5875,4523.75,4071.38,3867.81,4486.66,4935.33
496,Economically Inactive,Not Classified,Owned,Female,South West,2,1,3,2190.07,1708.25,2474.78,1686.35,1708.25,2255.77,4914.42,4521.27,5063.82,4608.08,4377.68,3764.8
497,Economically Inactive,Not Classified,Owned,Female,Wales,1,1,2,1091.6,1233.51,1233.51,884.2,1266.26,916.94,695.63,695.63,591.29,709.55,787.6,834.86
498,Economically Inactive,Not Classified,Owned,Female,Eastern,1,1,2,799.51,799.51,799.51,903.45,783.52,831.49,355.25,330.38,290.73,270.38,302.83,360.37
499,Full-time working,Intermediate occupation,Owned,Male,Yorkshire and the Humber,3,1,4,4492.25,3908.26,4671.94,3863.34,4357.48,4132.87,2470.33,2717.36,2418.45,2224.97,1913.47,2123.95
500,Full-time working,Managerial or Professional,Owned,Male,Wales,2,1,3,5924.95,7346.94,4858.46,7169.19,5806.45,6458.2,2661.56,2209.09,2187,2318.22,2665.95,2772.59
501,Full-time working,Managerial or Professional,Owned,Female,Eastern,1,3,4,5924.95,5510.2,5569.45,5332.46,6932.19,4621.46,3178.61,3178.61,3623.62,3587.38,3264.52,2905.42
502,Economically Inactive,Long Term Unemployed,Owned,Female,Eastern,4,1,5,5640.2,5527.4,6655.44,6204.22,6599.03,6091.42,3758.12,3156.82,2998.98,3148.93,3022.97,3174.12
503,Economically Inactive,Not Classified,Rented,Female,South East,1,1,2,814.01,643.07,683.77,626.79,757.03,968.67,1471.51,1353.79,1394.4,1561.73,1389.94,1320.44
504,Full-time working,Managerial or Professional,Rented,Male,Wales,2,3,5,2213,2213,2213,2213,2235.13,2213,2466.1,2638.73,2744.28,2442.41,2808.77,2640.24
505,Full-time working,Managerial or Professional,Rented,Male,North West and Merseyside,2,3,5,5924.95,4443.71,5865.7,6458.2,4502.96,4858.46,5875,4582.5,4811.63,4186.12,4144.26,4434.36
506,Full-time working,Managerial or Professional,Owned,Male,Wales,2,3,5,5924.95,5924.95,4976.96,6339.7,7287.69,5510.2,2176.76,1872.01,2115.37,1988.45,2107.76,2128.84
507,Economically Inactive,Not Classified,Owned,Male,London,1,1,2,2273.55,2023.46,2023.46,2819.2,2660.05,2819.2,898.95,854,1007.72,876.72,832.88,807.89
508,Economically Inactive,Not Classified,Owned,Female,South West,2,1,3,3903.71,3747.56,2966.82,3864.68,3981.79,3357.19,2180.57,1831.68,2179.7,2027.12,2290.65,2359.37
509,Full-time working,Intermediate occupation,Owned,Male,South East,4,1,5,5924.95,7228.44,7346.94,4502.96,5984.2,6221.2,2950.69,2655.62,2575.95,2550.19,2856.21,2570.59
510,Economically Inactive,Not Classified,Owned,Male,East Midlands,2,1,3,1228.77,1302.5,1056.74,1302.5,1179.62,1204.19,805.67,797.61,885.35,876.5,911.56,975.37
511,Economically Inactive,Not Classified,Rented,Male,West Midlands,2,1,3,1595,1531.2,1945.9,1945.9,1595,1260.05,1601.03,1312.84,1115.91,1149.39,1022.96,1186.63
512,Economically Inactive,Not Classified,Owned,Male,East Midlands,2,1,3,3172.42,3775.18,2379.32,3077.25,2823.46,3648.29,2811.16,2614.38,2274.51,1956.08,1799.59,1889.57
513,Full-time working,Managerial or Professional,Owned,Male,Yorkshire and the Humber,2,1,3,4232.6,5121.45,3301.43,3724.69,5079.12,3555.38,3404.47,3608.74,3283.95,3185.43,3567.68,3960.12
